44;Fulana de Tal;258.518.566-45;140000;2;2;1;37;11;11;11;11;11;11;59504;61544;62925;64280;67079;69802;3000;3000;3000;4000;4000;3000;0
45;Fulana de Tal;267.658.933-42;40000;2;1;2;30;11;11;11;2;11;11;18927;21295;25921;25209;26636;29197;3000;5000;0;2000;3000;0;0
46;Fulano de Tal;514.996.369-03;210000;1;1;2;29;10;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;1
47;Fulana de Tal;165.799.419-87;20000;2;1;2;22;11;11;2;10;11;11;14028;16484;15800;16341;16675;0;3000;0;16741;334;0;0;1
48;Fulano de Tal;491.292.379-63;380000;1;2;2;32;10;10;10;10;10;10;22401;21540;15134;32018;11849;11873;21540;15138;24677;11851;11875;8251;0
49;Fulano de Tal;897.917.937-51;20000;1;1;2;24;11;11;11;11;11;11;17447;18479;19476;19865;20480;20063;1318;1315;704;928;912;1069;0
50;Fulano de Tal;852.217.267-69;70000;1;3;2;42;1;2;2;2;2;11;37042;36171;38355;39423;38659;39362;0;3100;2000;0;1500;1500;1
51;Fulana de Tal;394.622.786-44;100000;2;3;3;43;11;11;11;11;11;11;61559;51163;43824;39619;35762;33258;2000;1606;1500;2000;1500;1000;0
52;Fulana de Tal;463.872.181-87;310000;2;2;1;49;10;10;10;10;10;10;13465;7867;7600;11185;3544;464;7875;7600;11185;3544;464;0;0
53;Fulana de Tal;789.814.378-74;180000;2;1;2;25;1;2;11;11;11;11;41402;41742;42758;43510;44420;45319;1300;2010;1762;1762;1790;1622;0
54;Fulana de Tal;731.443.172-84;150000;2;1;2;29;2;11;11;11;11;11;46224;34993;31434;26518;21042;16540;1600;1718;1049;1500;2000;5000;0
55;Fulana de Tal;612.724.271-10;500000;2;1;1;45;10;10;10;10;10;10;1905;3640;162;0;151;2530;3640;162;0;151;2530;0;0
56;Fulana de Tal;363.457.333-34;180000;2;3;1;34;11;11;11;10;10;10;16386;15793;8441;7142;-679;8321;8500;1500;7500;679;9000;2000;0
57;Fulana de Tal;525.251.544-10;180000;2;2;1;34;11;11;11;11;11;11;175886;173440;172308;168608;132202;129918;8083;7296;5253;4814;4816;3800;0
58;Fulana de Tal;254.644.159-04;200000;2;1;2;34;10;3;2;2;2;2;1587;1098;782;1166;700;1414;0;0;700;0;1200;0;0
59;Fulana de Tal;656.369.857-38;400000;2;2;1;29;11;11;11;11;11;11;400134;398857;404205;360199;356656;364089;17000;15029;30000;12000;12000;23000;0
60;Fulana de Tal;265.433.486-40;500000;2;3;1;28;11;11;11;11;11;11;22848;23638;18878;14937;13827;15571;1516;1300;1000;1000;2000;2000;1
61;Fulano de Tal;721.633.996-72;70000;1;2;1;39;11;11;11;11;11;10;70800;72060;69938;16518;14096;830;4025;2095;1000;2000;3000;0;0
62;Fulano de Tal;546.446.285-65;50000;1;1;2;29;2;2;2;2;2;2;24987;24300;26591;25865;27667;28264;0;2700;0;2225;1200;0;1
63;Fulana de Tal;414.956.858-88;50000;2;2;1;46;11;11;11;10;10;10;28718;29166;0;0;0;0;1000;0;0;0;0;0;1
64;Fulana de Tal;686.399.939-04;130000;2;2;1;51;10;10;10;10;10;10;99;0;0;0;2353;0;0;0;0;2353;0;0;0
65;Fulano de Tal;657.518.285-26;200000;1;1;1;57;10;10;10;10;2;2;152519;148751;144076;8174;8198;7918;0;0;8222;300;0;1000;1
66;Fulano de Tal;181.185.186-04;10000;1;2;1;56;2;2;2;11;11;11;2097;4193;3978;4062;4196;4326;2300;0;150;200;200;160;1
67;Fulana de Tal;181.765.696-15;210000;2;1;2;30;2;10;10;10;10;10;300;300;1159;2280;300;4250;300;1159;2280;300;4250;909;0
68;Fulana de Tal;454.637.938-24;130000;2;3;2;29;1;10;10;10;2;10;-190;-9850;-9850;10311;10161;7319;0;0;20161;0;7319;13899;0
69;Fulano de Tal;951.741.244-43;80000;1;1;2;31;10;10;10;10;10;10;780;0;390;390;390;390;0;390;390;390;390;390;0
70;Fulano de Tal;462.647.719-45;320000;1;2;2;29;2;2;2;2;2;2;58267;59246;60184;58622;62307;63526;2500;2500;0;4800;2400;1600;1
71;Fulana de Tal;325.587.956-60;200000;2;2;1;32;10;10;10;10;2;10;9076;5787;-684;5247;3848;3151;5818;15;9102;17;3165;1395;0
72;Fulana de Tal;714.383.243-08;290000;2;1;2;37;1;10;10;10;10;10;0;0;3155;0;2359;0;0;3155;0;2359;0;0;0
73;Fulano de Tal;693.349.642-27;340000;1;1;2;32;10;10;10;10;10;10;3048;5550;23337;4291;80153;25820;5713;23453;4314;80552;25949;2016;0
74;Fulano de Tal;546.971.337-73;20000;1;2;2;24;11;11;2;11;11;11;14619;17216;16642;16976;17332;18543;2850;0;610;630;1500;0;0
75;Fulano de Tal;845.927.598-18;50000;1;3;2;25;10;11;11;11;11;11;42838;37225;36087;9636;9590;10030;1759;1779;320;500;1000;1000;0
76;Fulana de Tal;266.628.346-10;300000;2;1;1;45;10;10;10;10;10;10;291;291;291;291;291;291;291;291;291;291;291;291;0
77;Fulana de Tal;779.524.674-50;30000;2;2;2;22;11;11;11;11;11;11;28387;29612;30326;28004;26446;6411;1686;1400;560;3000;1765;0;1
78;Fulana de Tal;852.842.428-66;240000;2;2;2;44;1;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;1
79;Fulana de Tal;736.673.436-55;470000;2;3;3;33;11;11;11;11;11;11;165254;157784;162702;69923;29271;29889;6400;7566;3000;960;1000;3000;0
80;Fulana de Tal;467.767.357-86;360000;2;1;2;26;11;11;11;11;11;10;23411;27796;30400;33100;180000;196;4796;3400;3100;146900;196;2963;0
81;Fulano de Tal;723.828.856-70;60000;1;3;2;30;11;11;11;11;11;11;26324;27471;28108;21993;19899;19771;1576;1213;648;768;1140;0;1
82;Fulana de Tal;984.696.594-05;400000;2;2;1;44;11;11;2;11;11;11;131595;139060;126819;104430;104990;94058;10700;3;3050;3000;3200;2800;0
83;Fulana de Tal;698.999.477-09;50000;2;3;2;49;11;11;11;11;11;11;48909;47863;21489;20414;19342;19482;1676;1302;700;699;849;826;0
84;Fulano de Tal;947.626.728-31;160000;1;2;2;33;11;11;11;11;11;11;130028;107808;71934;118418;118407;120418;4400;3547;80000;4500;4800;4500;0
85;Fulana de Tal;386.337.257-38;360000;2;1;1;45;10;10;2;11;10;10;390;1170;780;390;390;390;1170;0;0;390;390;390;1
86;Fulana de Tal;925.752.468-06;160000;2;2;2;32;11;11;11;11;11;10;3826;4751;6604;8604;7072;766;1147;2000;2000;0;766;2303;0
87;Fulana de Tal;687.425.822-29;130000;2;1;1;35;11;11;11;10;10;10;81313;117866;17740;1330;7095;1190;40000;5000;1330;7095;1190;2090;0
88;Fulano de Tal;895.347.328-42;20000;1;3;2;44;2;2;11;11;11;2;8583;8303;9651;10488;12314;11970;0;1651;1000;2000;0;1500;0
89;Fulano de Tal;745.978.987-94;200000;1;1;1;53;2;2;2;2;2;2;138180;140774;142460;144098;147124;149531;6300;5500;5500;5500;5000;5000;1
90;Fulana de Tal;436.612.492-07;280000;2;1;2;39;10;10;10;11;11;10;7524;0;3968;3868;0;0;0;3968;0;0;0;0;0
91;Fulana de Tal;924.196.696-30;100000;2;1;2;27;10;10;10;10;10;10;-2000;5555;0;0;0;0;7555;0;0;0;0;0;0
92;Fulana de Tal;365.533.975-54;160000;2;2;1;37;10;10;10;10;10;10;880;1602;840;840;0;0;1602;840;840;0;0;7736;0
93;Fulana de Tal;723.864.599-85;60000;2;2;2;23;11;11;11;11;11;11;45648;46850;47214;19595;19209;19323;1937;1301;682;690;816;835;0
94;Fulano de Tal;948.722.589-75;90000;1;2;2;35;11;11;11;11;11;11;83725;85996;87653;35565;30942;30835;3621;3597;1179;1112;1104;1143;0
95;Fulano de Tal;785.564.114-95;360000;1;1;1;43;10;10;10;10;10;11;3967;8322;3394;6451;26370;9956;8339;3394;12902;27000;0;68978;0
96;Fulano de Tal;283.458.123-17;150000;1;1;2;27;11;11;11;11;11;11;86009;86108;89006;89775;87725;40788;4031;10006;3266;4040;1698;800;0
97;Fulana de Tal;952.886.776-62;50000;2;3;1;22;11;11;11;11;11;11;18722;18160;16997;13150;8866;7899;1411;1194;379;281;321;197;0
98;Fulano de Tal;689.574.262-05;20000;1;2;1;38;11;11;11;11;11;10;17973;19367;19559;18240;17928;150;1699;1460;626;1750;150;0;1
99;Fulano de Tal;422.152.683-10;140000;1;1;2;32;10;10;10;10;10;10;672;10212;850;415;100;1430;10212;850;415;100;1430;0;0
100;Fulana de Tal;829.518.213-79;380000;2;1;2;30;10;10;10;11;11;11;-81;-303;32475;32891;33564;34056;223;33178;1171;1197;1250;5000;0
101;Fulano de Tal;184.761.678-06;480000;1;1;1;63;11;11;11;2;2;11;422069;431342;479432;487066;471145;469961;16078;55693;17000;0;18000;24200;0
102;Fulana de Tal;277.688.334-06;50000;2;3;2;22;11;11;11;11;11;11;44698;42254;38347;32496;23477;24094;1767;1362;1002;840;995;904;1
103;Fulana de Tal;912.812.835-41;60000;2;2;2;26;2;2;2;2;2;11;56685;55208;59175;60218;55447;55305;0;5000;2511;6;3000;3000;0
104;Fulana de Tal;963.122.948-38;70000;2;2;2;24;10;10;10;10;10;10;5580;0;0;0;0;26529;0;0;0;0;26529;2000;0
105;Fulana de Tal;928.415.365-48;80000;2;2;1;36;10;10;10;10;10;10;6108;2861;3277;3319;1150;1150;2861;3279;3319;1150;1150;1035;0
106;Fulano de Tal;151.915.328-72;350000;1;1;2;52;10;10;10;10;10;10;713;2272;722;867;1150;5263;2272;722;867;1150;5263;5011;0
107;Fulano de Tal;166.745.942-29;130000;1;2;2;38;11;11;11;10;10;10;171438;178382;39940;120483;44127;126568;10908;0;133657;4566;133841;4796;0
108;Fulano de Tal;231.814.319-66;360000;1;2;1;35;1;10;10;10;10;10;-103;-103;-103;-103;-103;-103;0;0;0;0;0;0;0
109;Fulana de Tal;786.193.256-71;330000;2;1;1;31;11;11;2;11;11;11;105879;108431;105594;105896;106491;107289;9260;0;3593;4100;15794;0;0
110;Fulano de Tal;291.179.746-90;50000;1;3;1;47;11;11;2;11;11;11;13244;14722;15181;15928;16671;17393;2000;1000;1000;1000;1000;1000;0
111;Fulano de Tal;637.824.849-40;280000;1;2;1;41;2;2;2;2;2;3;135673;138532;134813;144401;152174;149415;6500;0;14254;14850;0;5000;0
112;Fulana de Tal;936.462.544-75;100000;2;1;2;24;11;11;11;11;11;11;52128;52692;54477;56076;60100;59713;2000;2677;3076;5080;3000;2033;0
113;Fulano de Tal;221.544.637-46;50000;1;2;2;41;11;11;11;11;11;11;19015;19294;20259;20274;20311;19957;1340;1305;700;718;724;684;0
114;Fulano de Tal;399.793.823-76;30000;1;1;2;24;10;2;11;11;3;2;18199;17618;18631;21319;20692;21201;0;1312;3000;0;1000;1000;1
115;Fulano de Tal;883.387.978-04;240000;1;1;2;28;10;10;10;10;10;10;326;326;326;5676;476;326;326;326;5676;476;326;526;0
116;Fulano de Tal;667.541.652-94;80000;1;2;2;26;2;11;11;11;11;11;14029;15493;16630;17055;17629;18186;2000;1700;1000;1000;1000;1000;1
117;Fulano de Tal;939.881.839-62;400000;1;2;1;34;10;10;10;10;10;10;19660;9666;11867;7839;14837;7959;9677;11867;7839;14837;7959;5712;0
118;Fulana de Tal;814.512.231-70;240000;2;2;2;38;11;11;11;11;10;10;50254;51445;53015;52479;1307;1203;2000;3000;3000;1307;1203;563;0
119;Fulano de Tal;553.225.463-08;50000;1;3;2;37;2;2;2;3;2;2;46004;45976;48953;48851;49318;51143;1000;4035;1000;1400;2800;0;1
120;Fulano de Tal;951.466.485-06;450000;1;1;1;40;1;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;1
121;Fulana de Tal;559.421.472-05;110000;2;1;1;48;1;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
122;Fulana de Tal;747.948.385-65;310000;2;2;1;35;2;11;11;11;11;11;304991;311243;306314;258610;246491;198889;13019;11128;8407;8599;6833;5987;1
123;Fulano de Tal;523.391.911-73;20000;1;1;2;27;11;11;11;11;11;11;19115;18962;19298;19378;19717;15630;1404;1130;600;861;313;0;0
124;Fulano de Tal;319.183.527-04;20000;1;2;2;23;1;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
125;Fulano de Tal;449.176.329-19;200000;1;3;2;52;11;11;11;11;11;11;110151;99530;98951;100914;103146;104993;3568;3585;3602;3848;3669;3784;0
126;Fulano de Tal;362.777.495-79;180000;1;1;1;36;11;11;11;11;11;11;163736;116422;99278;95766;97753;95927;4655;2690;2067;2142;2217;1000;1
127;Fulano de Tal;976.171.378-42;50000;1;2;1;51;11;11;11;11;11;11;3347;3899;4503;5347;6375;7077;1000;1066;1300;1500;1200;134;1
128;Fulano de Tal;585.798.125-50;60000;1;3;1;55;3;2;2;11;11;11;60521;61450;57244;28853;29510;26547;2504;7;1200;1200;1100;1500;0
129;Fulana de Tal;961.146.785-08;30000;2;1;2;23;1;10;10;10;10;10;4000;5645;3508;-27;13744;5906;5645;3508;27;13771;5911;3024;0
130;Fulano de Tal;223.748.598-43;240000;1;1;2;41;1;10;10;11;11;10;95;2622;3301;3164;360;1737;2622;3301;0;360;1737;924;0
131;Fulano de Tal;337.163.512-02;420000;1;2;1;34;11;11;11;11;11;11;253454;247743;229049;220951;210606;188108;9744;9553;7603;7830;7253;11326;0
132;Fulano de Tal;451.522.146-95;330000;1;3;1;46;11;11;11;11;11;11;227389;228719;229644;227587;227775;228203;8210;8095;8025;8175;8391;8200;0
133;Fulana de Tal;959.561.239-15;30000;2;2;2;22;11;11;11;11;11;11;28452;26145;26712;25350;17603;-780;2000;1400;0;500;0;1560;0
134;Fulano de Tal;125.769.384-00;240000;1;2;1;34;11;11;11;2;2;2;10674;12035;13681;13269;14158;13891;1500;1800;0;1000;0;327;0
135;Fulano de Tal;518.335.625-42;150000;1;1;2;27;11;11;11;11;11;11;17444;19342;22000;24614;27200;30229;2500;3000;3000;3000;3500;5000;0
136;Fulana de Tal;171.261.231-08;210000;2;2;1;33;11;11;11;11;11;11;7166;7997;8792;9189;4404;5708;1500;1500;1000;500;2000;546;0
137;Fulana de Tal;386.243.114-20;50000;2;3;1;51;10;10;10;10;10;10;752;300;5880;0;0;0;300;5880;0;0;0;0;1
138;Fulano de Tal;981.132.629-03;50000;1;1;2;24;11;11;11;11;11;11;50801;50143;49586;19430;19375;18995;2360;1700;1000;900;870;2130;0
139;Fulano de Tal;955.316.128-69;240000;1;1;2;47;1;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;1
140;Fulano de Tal;277.734.866-97;180000;1;2;2;28;10;10;10;10;10;10;1832;0;832;332;416;416;0;416;332;500;3500;832;0
141;Fulano de Tal;318.977.997-05;50000;1;2;2;23;1;2;2;2;11;11;10131;10833;20583;19996;19879;18065;1000;10000;400;700;800;600;0
142;Fulano de Tal;524.135.652-56;170000;1;2;2;29;10;10;10;10;10;10;12159;10000;10000;10000;9983;15846;10000;10000;10000;9983;15863;10000;0
143;Fulano de Tal;639.255.342-88;20000;1;1;2;29;10;10;10;10;11;10;1199;15586;344;2340;6702;339;15586;344;2340;4702;339;330;0
144;Fulano de Tal;642.475.558-63;50000;1;1;2;28;11;11;11;11;11;3;4999;5913;7315;9195;10624;10138;1000;1500;2000;1583;1100;0;0
145;Fulana de Tal;136.455.566-21;170000;2;2;2;27;11;11;11;11;11;11;19269;20313;20852;17560;17918;9100;1661;1200;351;358;182;0;1
146;Fulano de Tal;718.658.799-24;200000;1;1;2;34;1;2;11;11;11;11;197236;176192;93069;135668;132233;59875;8000;5000;55500;5000;5000;8500;0
147;Fulana de Tal;187.665.669-75;80000;2;2;1;23;1;2;3;2;11;11;9168;10522;10205;9898;10123;12034;1650;0;0;379;2091;1;0
148;Fulana de Tal;472.312.253-22;260000;2;1;1;60;1;10;10;10;10;10;-1100;-1100;21400;0;969;869;0;22500;0;969;1000;0;0
149;Fulano de Tal;636.315.619-03;140000;1;2;1;32;11;11;11;11;2;11;86627;78142;68336;64648;58319;55251;3455;3110;5000;0;2100;2602;0
150;Fulano de Tal;643.385.661-67;80000;1;1;2;25;11;11;11;11;11;11;42444;55744;43476;41087;41951;31826;30000;3000;6000;8000;2000;14000;0
151;Fulano de Tal;869.363.589-18;350000;1;1;2;41;1;10;10;10;10;10;208;2906;1000;630;0;0;2906;1000;630;0;0;0;0
152;Fulana de Tal;668.619.892-74;280000;2;2;1;56;11;11;11;11;11;11;208775;182350;132257;101783;177145;169311;8042;6700;5137;100000;7000;6321;0
153;Fulana de Tal;448.882.459-59;30000;2;3;2;26;11;11;11;11;11;11;9014;10406;11427;11935;13084;14206;1700;1500;1000;1500;1500;1500;0
154;Fulano de Tal;565.571.312-81;140000;1;1;1;34;11;11;11;11;11;11;23944;28049;32073;43129;47086;48699;5000;5000;11885;5000;3000;5504;0
155;Fulana de Tal;616.119.168-79;200000;2;1;2;37;11;11;11;11;11;11;105420;102870;89643;90938;92505;94031;4000;3250;3250;3500;3560;5000;0
156;Fulana de Tal;343.153.648-43;200000;2;3;2;30;11;11;11;11;11;11;196031;196143;189524;167163;146975;122324;7300;7108;7680;6200;5000;4500;0
157;Fulano de Tal;342.327.723-83;210000;1;3;1;45;2;3;4;4;5;6;115785;122904;129847;137277;145533;154105;10478;10478;11078;11078;11678;10478;1
158;Fulano de Tal;884.932.731-55;50000;1;3;1;57;3;2;11;11;11;11;12854;12362;13447;13427;13711;14083;0;1600;500;500;600;600;0
159;Fulano de Tal;324.927.337-69;30000;1;1;2;41;2;2;2;2;2;11;24357;27453;26718;28168;27579;28321;3500;0;2200;0;1200;1250;0
160;Fulano de Tal;223.723.785-97;50000;1;2;2;27;2;10;10;10;10;2;390;390;780;216;1080;540;390;780;216;864;0;390;0
161;Fulano de Tal;396.323.182-34;290000;1;3;1;47;10;10;10;10;11;10;1234;396;396;792;396;423;396;396;792;0;423;369;0
162;Fulana de Tal;364.383.657-00;250000;2;1;1;34;11;11;2;11;11;11;141223;156858;151841;152803;155997;160220;17994;0;5469;5656;6811;3920;0
163;Fulana de Tal;735.688.383-03;60000;2;2;1;46;11;11;11;11;11;11;21148;23803;24908;26034;26655;27756;3000;1500;1500;1000;1500;1500;0
164;Fulana de Tal;566.776.272-25;110000;2;1;2;27;11;11;11;11;11;11;101640;104795;104855;74737;76058;77254;5500;3900;3000;2900;3000;2800;0
165;Fulano de Tal;552.496.526-38;370000;1;1;2;50;10;10;10;10;10;10;6093;15130;8204;15398;4792;13453;15383;8204;15413;4792;13453;4699;0
166;Fulano de Tal;198.555.769-00;100000;1;2;1;27;10;2;2;11;11;11;102349;96847;58824;29336;22979;-246;3166;0;1330;1398;12;50000;0
167;Fulana de Tal;648.664.754-04;90000;2;2;1;35;11;11;11;11;11;2;72112;73854;75526;77317;85852;88290;3500;3500;3652;10000;4000;0;0
168;Fulana de Tal;581.366.629-08;50000;2;2;2;22;11;11;11;11;11;11;28040;29092;29366;27737;28318;28806;1510;1442;982;1017;1277;567;0
169;Fulano de Tal;992.291.759-94;270000;1;2;2;37;11;11;11;11;11;11;37695;33397;30534;27598;26344;24641;5000;2000;3000;4000;3000;2000;0
170;Fulana de Tal;295.594.244-83;300000;2;1;2;30;10;10;10;10;10;10;688;3280;0;4340;2672;800;3288;0;4340;2672;800;746;0
171;Fulana de Tal;781.328.813-03;50000;2;2;2;22;10;11;11;11;11;11;8567;15273;11650;7457;3115;7725;15000;1000;149;0;5000;10000;0
172;Fulana de Tal;398.518.952-88;50000;2;1;2;24;1;10;10;10;10;10;-709;-709;-709;-2898;-3272;-3272;0;0;0;0;0;0;1
173;Fulano de Tal;325.753.396-93;360000;1;1;2;29;1;10;10;10;10;10;0;0;77;0;0;0;0;77;0;0;0;0;0
174;Fulano de Tal;329.373.212-75;130000;1;3;1;56;1;2;2;2;2;3;64617;65978;67282;68557;72796;71345;3000;3000;3000;5500;0;0;1
175;Fulano de Tal;227.453.691-05;80000;1;1;2;30;10;10;11;11;11;11;6187;100;600;1438;1919;5380;504;500;1000;500;3500;0;0
176;Fulano de Tal;156.289.987-29;50000;1;2;2;30;1;2;11;11;11;2;48860;47801;48363;30221;22877;22361;0;1500;1000;2000;0;2000;0
177;Fulana de Tal;989.632.987-79;20000;2;2;2;22;11;11;11;11;11;11;16001;12622;13221;13130;14034;14906;1212;1201;500;1500;1500;1000;0
178;Fulana de Tal;452.442.168-80;80000;2;2;1;29;11;11;2;11;11;11;77883;81811;80250;61467;10662;11486;5800;1000;600;400;1000;0;0
179;Fulano de Tal;881.371.676-17;240000;1;1;2;37;10;10;2;11;11;10;12212;26578;25331;26605;26279;1256;15000;0;2000;0;1256;65935;0
180;Fulana de Tal;162.888.842-35;80000;2;3;2;35;11;10;11;11;11;11;49608;12412;14873;17364;17770;17460;12500;6500;3000;2000;3000;2000;0
181;Fulana de Tal;676.635.486-04;500000;2;1;1;47;11;11;11;11;11;11;56422;110616;110340;122967;108834;70064;70010;30357;30000;20000;52183;20000;0
182;Fulana de Tal;972.547.254-37;60000;2;2;1;24;11;11;11;11;11;11;58024;57891;48839;18971;19323;19395;2500;1600;3000;1000;737;2000;1
